Time,Demand,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,cloud_cover
2026-06-08 14:00:00,334.92,33.2,61,0.0,7.0,54
2026-06-08 15:00:00,307.48,33.3,61,0.0,6.8,24
2026-06-08 16:00:00,302.03,33.1,61,0.0,7.3,40
2026-06-08 17:00:00,289.32,32.2,67,0.3,7.1,66
2026-06-08 18:00:00,281.07,32.0,74,0.1,4.3,84
2026-06-08 19:00:00,308.87,29.9,79,0.1,9.7,83
2026-06-08 20:00:00,304.98,28.4,79,0.1,10.7,92
2026-06-08 21:00:00,300.81,27.4,87,0.5,4.7,94
2026-06-08 22:00:00,294.28,26.0,91,0.1,14.8,59
2026-06-08 23:00:00,272.28,26.0,91,0.1,12.3,37
2026-06-09 00:00:00,279.79,25.9,91,0.0,13.3,82
2026-06-09 01:00:00,274.18,24.4,97,6.5,12.1,100
2026-06-09 02:00:00,268.52,24.2,96,6.7,14.0,89
2026-06-09 03:00:00,259.44,24.0,96,0.7,11.6,100
2026-06-09 04:00:00,255.79,23.2,99,6.4,5.7,100
2026-06-09 05:00:00,248.27,24.0,97,0.5,9.9,100
2026-06-09 06:00:00,249.04,24.3,96,1.0,8.3,89
2026-06-09 07:00:00,262.01,25.6,93,0.0,10.8,100
2026-06-09 08:00:00,265.54,26.6,91,0.0,12.3,100
2026-06-09 09:00:00,272.58,27.3,89,0.0,10.7,100
2026-06-09 10:00:00,273.83,28.6,85,0.2,7.6,100
2026-06-09 11:00:00,293.0,27.0,92,1.9,14.6,98
2026-06-09 12:00:00,318.83,28.1,84,0.4,13.4,79
2026-06-09 13:00:00,328.3,29.6,77,0.3,12.6,38
2026-06-09 14:00:00,325.5,30.9,74,0.1,13.5,21
2026-06-09 15:00:00,306.55,31.1,72,0.1,12.5,19
2026-06-09 16:00:00,377.42,31.3,71,0.1,12.6,12
2026-06-09 17:00:00,279.65,31.0,72,0.0,13.2,11
2026-06-09 18:00:00,274.13,30.1,77,0.0,12.6,5
2026-06-09 19:00:00,301.13,29.0,81,0.0,12.7,18
2026-06-09 20:00:00,303.72,27.8,87,0.0,14.3,83
2026-06-09 21:00:00,290.7,27.5,88,0.0,17.4,93
2026-06-09 22:00:00,273.77,27.3,89,0.0,16.3,98
2026-06-09 23:00:00,257.27,24.4,98,5.9,10.4,100
2026-06-10 00:00:00,287.88,26.5,89,8.2,16.5,77
2026-06-10 01:00:00,273.52,25.9,92,0.0,12.5,86
2026-06-10 02:00:00,263.61,25.5,94,0.0,8.7,100
2026-06-10 03:00:00,247.08,25.7,92,0.0,9.2,100
2026-06-10 04:00:00,239.83,25.6,92,0.0,10.3,100
2026-06-10 05:00:00,237.85,25.8,91,0.0,12.9,100
2026-06-10 06:00:00,237.56,25.5,95,0.0,11.1,97
2026-06-10 07:00:00,250.03,26.0,92,0.0,13.9,100
2026-06-10 08:00:00,265.89,26.8,88,0.0,15.8,100
2026-06-10 09:00:00,256.51,27.2,87,0.0,11.0,100
2026-06-10 10:00:00,269.55,29.5,79,0.0,7.6,100
2026-06-10 11:00:00,286.97,30.1,77,0.0,10.6,98
2026-06-10 12:00:00,305.29,28.0,87,0.2,10.7,98
2026-06-10 13:00:00,308.36,28.9,81,0.0,11.5,14
2026-06-10 14:00:00,295.59,31.2,71,0.0,11.3,32
2026-06-10 15:00:00,292.25,31.0,74,0.2,11.4,38
2026-06-10 16:00:00,283.6,30.2,77,0.2,11.5,38
2026-06-10 17:00:00,276.06,28.8,85,1.4,7.4,40
2026-06-10 18:00:00,245.05,28.7,85,0.1,16.2,48
2026-06-10 19:00:00,278.42,26.8,90,0.1,14.7,86
2026-06-10 20:00:00,295.43,26.1,93,0.6,8.1,90
2026-06-10 21:00:00,287.27,26.0,95,0.1,8.4,63
2026-06-10 22:00:00,298.37,25.7,97,0.1,4.4,55
2026-06-10 23:00:00,284.15,25.7,96,0.1,8.8,38
2026-06-11 00:00:00,270.29,25.2,96,0.0,9.3,32
2026-06-11 01:00:00,256.54,24.8,97,0.3,9.3,59
2026-06-11 02:00:00,252.46,24.5,97,0.6,6.5,100
2026-06-11 03:00:00,248.24,24.3,97,2.4,11.0,100
2026-06-11 04:00:00,234.99,23.4,98,12.7,10.3,100
2026-06-11 05:00:00,227.27,23.2,99,9.1,11.6,98
2026-06-11 06:00:00,225.1,24.7,96,0.7,6.4,86
2026-06-11 07:00:00,235.28,24.4,94,2.7,7.4,99
2026-06-11 08:00:00,247.59,24.4,94,1.5,9.8,87
2026-06-11 09:00:00,261.84,25.7,88,0.3,9.5,61
2026-06-11 10:00:00,268.77,27.9,81,0.1,10.7,99
2026-06-11 11:00:00,283.54,28.6,80,0.1,8.5,98
2026-06-11 12:00:00,313.31,28.8,78,0.0,3.7,100
2026-06-11 13:00:00,318.63,29.5,78,0.6,3.5,100
2026-06-11 14:00:00,298.33,29.8,77,0.3,4.0,100
2026-06-11 15:00:00,274.85,26.9,86,11.0,11.4,100
2026-06-11 16:00:00,253.24,26.2,93,6.5,4.6,100
2026-06-11 17:00:00,242.87,26.5,92,0.4,3.0,100
2026-06-11 18:00:00,239.15,28.6,78,0.7,7.5,70
2026-06-11 19:00:00,256.61,27.5,83,0.0,7.3,34
2026-06-11 20:00:00,288.72,27.0,87,0.0,7.4,68
2026-06-11 21:00:00,273.13,26.5,91,0.0,5.5,91
2026-06-11 22:00:00,257.16,26.4,91,0.0,5.4,99
2026-06-11 23:00:00,253.23,26.4,92,0.0,6.5,100
2026-06-12 00:00:00,240.47,26.5,91,0.0,6.5,100
2026-06-12 01:00:00,234.3,26.0,95,0.0,3.3,100
2026-06-12 02:00:00,225.28,25.8,93,0.1,10.2,98
2026-06-12 03:00:00,221.27,25.2,93,0.1,11.8,99
2026-06-12 04:00:00,215.42,25.2,94,0.0,10.5,88
2026-06-12 05:00:00,210.0,24.9,94,0.0,10.3,99
2026-06-12 06:00:00,213.08,25.7,94,0.0,10.9,66
2026-06-12 07:00:00,219.92,26.4,92,0.0,9.8,83
2026-06-12 08:00:00,239.67,27.8,84,0.0,13.3,68
2026-06-12 09:00:00,259.0,29.2,81,0.0,10.4,47
2026-06-12 10:00:00,272.01,30.0,79,0.0,6.9,77
2026-06-12 11:00:00,281.28,30.3,78,0.0,4.6,89
2026-06-12 12:00:00,305.07,31.2,74,0.0,2.9,71
2026-06-12 13:00:00,306.92,30.9,75,0.2,4.7,95
2026-06-12 14:00:00,272.9,31.0,69,0.1,4.8,92
2026-06-12 15:00:00,255.84,31.7,63,0.0,4.5,100
2026-06-12 16:00:00,250.8,31.0,67,0.0,5.6,98
2026-06-12 17:00:00,243.69,30.2,74,0.0,4.8,88
2026-06-12 18:00:00,241.23,30.3,78,0.0,3.3,27
2026-06-12 19:00:00,264.37,29.3,83,0.0,2.4,13
2026-06-12 20:00:00,295.97,28.6,85,0.0,2.5,8
2026-06-12 21:00:00,297.49,27.9,88,0.0,4.5,9
2026-06-12 22:00:00,279.47,27.7,87,0.0,5.6,5
2026-06-12 23:00:00,262.7,27.4,88,0.0,6.1,50
2026-06-13 00:00:00,271.35,24.4,96,2.0,13.0,100
2026-06-13 01:00:00,254.37,24.7,96,2.9,5.8,68
2026-06-13 02:00:00,256.86,24.5,98,2.2,7.1,91
2026-06-13 03:00:00,246.19,24.4,97,3.6,7.4,5
2026-06-13 04:00:00,242.21,24.8,96,0.2,7.7,20
2026-06-13 05:00:00,240.16,24.7,97,0.0,2.2,50
2026-06-13 06:00:00,237.46,26.0,96,0.3,5.6,19
2026-06-13 07:00:00,253.17,27.0,91,0.0,5.1,14
2026-06-13 08:00:00,267.51,28.3,84,0.0,7.6,19
2026-06-13 09:00:00,276.06,29.7,79,0.0,8.8,16
2026-06-13 10:00:00,287.33,30.6,77,0.1,10.4,13
2026-06-13 11:00:00,303.69,31.5,74,0.1,7.7,13
2026-06-13 12:00:00,315.27,31.4,67,0.1,3.1,27
2026-06-13 13:00:00,316.5,32.3,65,0.0,7.2,9
2026-06-13 14:00:00,305.91,32.7,62,0.0,8.8,12
2026-06-13 15:00:00,295.58,32.7,63,0.0,8.6,15
2026-06-13 16:00:00,287.49,32.3,64,0.0,8.6,16
2026-06-13 17:00:00,281.15,31.4,68,0.3,9.7,41
2026-06-13 18:00:00,274.09,27.6,85,0.1,10.5,39
2026-06-13 19:00:00,307.7,27.0,89,0.0,3.0,11
2026-06-13 20:00:00,316.16,27.3,89,0.0,6.1,6
2026-06-13 21:00:00,300.4,27.2,90,0.0,5.5,49
2026-06-13 22:00:00,331.87,26.1,91,0.1,12.1,90
2026-06-13 23:00:00,308.06,26.1,91,0.0,8.1,97
2026-06-14 00:00:00,295.79,25.4,96,0.0,11.2,100
2026-06-14 01:00:00,283.83,25.4,95,0.4,8.3,98
2026-06-14 02:00:00,278.03,25.4,96,0.2,7.6,100
2026-06-14 03:00:00,271.87,25.1,97,0.3,9.0,88
2026-06-14 04:00:00,248.39,24.7,97,0.0,8.5,76
2026-06-14 05:00:00,250.65,24.7,97,0.1,7.4,52
2026-06-14 06:00:00,245.87,25.0,98,0.0,10.2,100
2026-06-14 07:00:00,260.39,26.1,93,0.0,9.8,91
2026-06-14 08:00:00,276.43,26.9,90,0.1,2.7,100
2026-06-14 09:00:00,293.85,27.0,90,1.4,4.5,92
2026-06-14 10:00:00,311.27,28.2,87,0.5,4.0,100
2026-06-14 11:00:00,320.62,29.2,83,0.1,7.5,33
2026-06-14 12:00:00,327.89,30.9,74,0.0,7.8,35
2026-06-14 13:00:00,346.27,31.1,73,0.2,9.3,29
2026-06-14 14:00:00,343.12,31.8,72,0.1,9.4,27
2026-06-14 15:00:00,334.83,31.9,71,0.0,9.4,28
2026-06-14 16:00:00,305.01,31.9,70,0.1,7.6,42
2026-06-14 17:00:00,312.25,31.5,70,0.1,6.3,33
2026-06-14 18:00:00,301.2,30.6,79,0.9,7.4,7
2026-06-14 19:00:00,312.15,29.3,81,0.0,7.3,1
2026-06-14 20:00:00,354.36,29.0,82,0.0,10.5,5
2026-06-14 21:00:00,341.43,28.3,84,0.0,9.7,9
2026-06-14 22:00:00,333.25,28.1,84,0.0,11.9,2
2026-06-14 23:00:00,257.72,26.9,91,0.0,3.5,53
2026-06-15 00:00:00,303.36,25.2,93,7.0,4.5,95
2026-06-15 01:00:00,283.57,25.2,94,1.2,6.8,90
2026-06-15 02:00:00,272.1,24.9,96,0.3,10.8,84
2026-06-15 03:00:00,250.26,24.2,97,4.7,11.8,100
2026-06-15 04:00:00,251.36,24.2,97,2.6,10.6,24
2026-06-15 05:00:00,247.56,24.5,96,0.7,6.9,76
2026-06-15 06:00:00,247.1,24.8,98,1.0,9.3,60
2026-06-15 07:00:00,253.54,25.6,92,0.0,12.5,81
2026-06-15 08:00:00,268.64,26.9,87,0.0,12.1,21
2026-06-15 09:00:00,284.46,28.6,80,0.0,10.8,93
2026-06-15 10:00:00,297.77,30.3,74,0.0,8.3,92
2026-06-15 11:00:00,306.99,30.8,73,0.0,8.3,96
2026-06-15 12:00:00,316.99,31.2,73,0.0,8.5,41
2026-06-15 13:00:00,333.76,31.5,72,0.1,10.9,53
2026-06-15 14:00:00,325.01,31.3,71,0.1,12.3,23
2026-06-15 15:00:00,317.5,31.8,70,0.0,11.7,20
2026-06-15 16:00:00,307.84,31.9,68,0.0,11.6,42
2026-06-15 17:00:00,297.74,31.4,70,0.0,11.2,40
2026-06-15 18:00:00,287.41,30.1,79,0.0,11.7,87
2026-06-15 19:00:00,299.92,28.8,84,0.0,9.7,17
2026-06-15 20:00:00,325.28,28.0,86,0.0,7.0,22
2026-06-15 21:00:00,322.06,27.7,88,0.0,5.5,72
2026-06-15 22:00:00,292.31,27.5,90,0.0,4.2,19
2026-06-15 23:00:00,267.17,26.8,92,0.0,5.7,38
2026-06-16 00:00:00,298.47,24.1,100,1.3,18.4,100
2026-06-16 01:00:00,286.44,23.9,98,3.5,5.9,84
2026-06-16 02:00:00,273.63,23.9,99,2.0,9.2,100
2026-06-16 03:00:00,262.18,24.4,96,7.2,5.9,75
2026-06-16 04:00:00,256.54,24.5,96,2.1,3.9,80
2026-06-16 05:00:00,250.53,24.8,96,0.5,4.5,78
2026-06-16 06:00:00,251.41,26.1,98,0.4,8.6,52
2026-06-16 07:00:00,262.44,26.6,92,0.0,7.0,42
2026-06-16 08:00:00,282.36,26.9,89,0.5,7.9,63
2026-06-16 09:00:00,296.28,28.3,84,0.1,8.0,74
2026-06-16 10:00:00,311.72,29.5,82,0.0,7.1,38
2026-06-16 11:00:00,315.58,30.8,78,0.0,6.3,22
2026-06-16 12:00:00,335.78,31.8,73,0.0,6.6,30
2026-06-16 13:00:00,348.27,31.8,71,0.2,5.8,11
2026-06-16 14:00:00,347.21,32.7,67,0.2,5.1,25
2026-06-16 15:00:00,329.89,31.4,73,0.9,8.5,63
2026-06-16 16:00:00,319.31,30.8,77,0.6,8.1,58
2026-06-16 17:00:00,314.96,31.2,74,0.0,5.8,9
2026-06-16 18:00:00,310.2,30.3,83,0.0,10.9,9
2026-06-16 19:00:00,319.49,29.2,87,0.0,8.9,6
2026-06-16 20:00:00,361.4,28.8,88,0.0,9.3,7
2026-06-16 21:00:00,340.46,28.8,86,0.0,9.7,8
2026-06-16 22:00:00,342.1,28.7,85,0.0,13.7,13
2026-06-16 23:00:00,322.36,28.4,85,0.0,14.9,3
2026-06-17 00:00:00,309.66,27.2,93,0.8,2.9,30
2026-06-17 01:00:00,313.97,26.6,93,1.5,2.7,66
2026-06-17 02:00:00,303.08,26.0,96,0.8,7.1,44
2026-06-17 03:00:00,275.16,25.5,98,0.1,8.5,35
2026-06-17 04:00:00,264.82,25.4,97,0.0,5.0,27
2026-06-17 05:00:00,256.43,25.2,97,0.0,8.3,17
2026-06-17 06:00:00,256.13,26.2,94,0.0,4.8,99
2026-06-17 07:00:00,270.63,26.4,93,0.3,9.7,20
2026-06-17 08:00:00,291.07,27.3,88,0.0,8.9,18
2026-06-17 09:00:00,306.22,28.9,80,0.2,10.7,83
2026-06-17 10:00:00,384.34,29.8,77,0.1,8.5,52
2026-06-17 11:00:00,331.63,30.0,74,0.2,10.6,27
2026-06-17 12:00:00,355.57,31.3,72,0.1,8.1,14
2026-06-17 13:00:00,359.97,31.1,74,0.3,9.0,27
2026-06-17 14:00:00,347.58,31.4,74,0.6,10.6,34
2026-06-17 15:00:00,342.66,31.7,72,0.2,10.3,44
2026-06-17 16:00:00,325.97,31.6,70,0.1,9.3,73
2026-06-17 17:00:00,316.88,31.3,70,0.0,10.8,86
2026-06-17 18:00:00,313.99,30.8,75,0.0,15.9,59
2026-06-17 19:00:00,332.34,29.4,79,0.0,15.0,48
2026-06-17 20:00:00,350.5,28.8,81,0.0,14.7,16
2026-06-17 21:00:00,339.58,28.3,83,0.0,13.3,6
2026-06-17 22:00:00,322.79,28.0,84,0.0,15.6,7
2026-06-17 23:00:00,283.44,27.1,91,0.9,3.7,76
2026-06-18 00:00:00,289.54,26.0,97,1.8,6.3,100
2026-06-18 01:00:00,276.35,25.1,97,5.3,8.4,100
2026-06-18 02:00:00,256.48,24.6,99,3.1,9.4,100
2026-06-18 03:00:00,246.78,24.6,99,0.4,8.8,100
2026-06-18 04:00:00,244.05,24.7,97,0.3,6.6,100
2026-06-18 05:00:00,239.05,24.9,96,0.1,9.3,100
2026-06-18 06:00:00,238.17,26.2,94,0.2,10.1,95
2026-06-18 07:00:00,248.42,26.9,91,0.0,13.2,100
2026-06-18 08:00:00,264.32,27.0,91,0.1,12.0,100
2026-06-18 09:00:00,276.94,26.6,94,1.7,10.7,100
2026-06-18 10:00:00,287.97,27.1,92,1.2,9.6,100
2026-06-18 11:00:00,294.29,27.0,93,1.4,11.0,100
2026-06-18 12:00:00,304.91,29.1,77,1.1,9.7,100
2026-06-18 13:00:00,313.68,30.1,76,0.1,9.5,97
2026-06-18 14:00:00,300.88,30.8,75,0.0,9.0,73
2026-06-18 15:00:00,291.79,31.2,75,0.0,8.5,78
2026-06-18 16:00:00,275.77,31.5,74,0.1,11.3,21
2026-06-18 17:00:00,266.66,31.0,74,0.2,9.6,27
2026-06-18 18:00:00,264.57,29.6,82,0.2,15.4,95
2026-06-18 19:00:00,288.09,28.0,83,0.0,14.3,98
2026-06-18 20:00:00,304.18,27.2,85,0.0,11.1,99
2026-06-18 21:00:00,292.36,26.6,89,0.0,10.3,100
2026-06-18 22:00:00,282.63,26.7,90,0.0,5.2,99
2026-06-18 23:00:00,275.09,26.4,93,0.0,2.9,100
2026-06-19 00:00:00,276.22,26.9,87,0.0,12.7,98
2026-06-19 01:00:00,264.66,26.0,88,0.0,13.0,95
2026-06-19 02:00:00,256.26,25.6,87,0.0,10.8,98
2026-06-19 03:00:00,245.42,25.2,90,0.5,2.5,100
2026-06-19 04:00:00,237.37,24.8,92,0.4,10.1,99
2026-06-19 05:00:00,232.22,24.6,94,0.0,7.3,100
2026-06-19 06:00:00,228.9,25.6,95,0.0,9.7,98
2026-06-19 07:00:00,238.3,25.6,94,0.2,9.2,98
2026-06-19 08:00:00,243.05,26.2,92,0.7,11.5,97
2026-06-19 09:00:00,252.76,27.8,82,0.1,10.0,91
2026-06-19 10:00:00,256.51,29.0,76,0.1,12.3,92
2026-06-19 11:00:00,274.01,30.0,71,0.3,10.7,88
2026-06-19 12:00:00,290.73,28.1,75,0.0,10.7,100
2026-06-19 13:00:00,290.93,28.7,72,0.1,7.4,99
2026-06-19 14:00:00,262.07,30.6,65,0.0,7.8,100
2026-06-19 15:00:00,244.39,30.3,69,0.1,6.6,89
2026-06-19 16:00:00,237.36,30.3,70,0.5,6.1,45
2026-06-19 17:00:00,232.0,30.6,69,0.1,4.6,33
2026-06-19 18:00:00,230.43,29.8,78,0.0,5.7,25
2026-06-19 19:00:00,257.96,28.6,85,0.0,0.2,21
2026-06-19 20:00:00,269.97,27.4,90,0.0,4.9,34
2026-06-19 21:00:00,266.52,26.5,93,0.1,8.0,38
2026-06-19 22:00:00,234.93,26.2,93,0.1,6.2,73
2026-06-19 23:00:00,236.92,25.3,98,0.8,8.1,40
2026-06-20 00:00:00,267.55,26.9,93,0.2,3.1,100
2026-06-20 01:00:00,260.1,26.5,94,0.7,7.7,98
2026-06-20 02:00:00,248.07,25.6,96,0.7,6.6,82
2026-06-20 03:00:00,242.22,25.1,97,1.1,3.1,88
2026-06-20 04:00:00,235.07,25.2,98,0.4,5.8,55
2026-06-20 05:00:00,227.62,25.1,98,0.0,2.7,42
2026-06-20 06:00:00,227.2,26.0,97,0.0,3.1,29
2026-06-20 07:00:00,241.72,26.8,92,0.3,4.7,76
2026-06-20 08:00:00,260.54,27.6,89,0.2,8.6,41
2026-06-20 09:00:00,276.12,29.0,83,0.1,7.2,100
2026-06-20 10:00:00,291.8,30.0,77,0.1,8.5,23
2026-06-20 11:00:00,302.05,31.3,72,0.1,8.6,64
2026-06-20 12:00:00,325.28,31.3,68,0.1,8.6,89
2026-06-20 13:00:00,314.75,30.7,71,0.0,10.5,52
2026-06-20 14:00:00,308.21,30.8,71,0.5,13.3,70
2026-06-20 15:00:00,289.34,31.2,73,0.2,10.7,46
2026-06-20 16:00:00,282.44,31.1,75,0.0,9.9,75
2026-06-20 17:00:00,275.65,29.9,81,0.4,11.4,85
2026-06-20 18:00:00,280.47,29.4,84,1.4,6.7,99
2026-06-20 19:00:00,299.23,28.7,89,0.1,7.8,98
2026-06-20 20:00:00,334.11,27.6,90,0.0,8.0,81
2026-06-20 21:00:00,321.26,27.4,90,0.0,8.4,73
2026-06-20 22:00:00,296.18,26.1,96,0.2,12.1,99
2026-06-20 23:00:00,276.77,25.2,96,3.4,5.8,99
2026-06-21 00:00:00,277.49,25.5,98,3.2,5.5,100
2026-06-21 01:00:00,265.94,25.4,97,4.7,3.3,100
2026-06-21 02:00:00,259.7,25.0,99,3.3,6.9,100
2026-06-21 03:00:00,234.02,25.0,98,3.8,6.2,100
2026-06-21 04:00:00,231.23,24.8,98,2.5,8.6,100
2026-06-21 05:00:00,229.96,24.8,97,1.3,7.4,100
2026-06-21 06:00:00,230.1,25.4,98,1.4,0.8,100
2026-06-21 07:00:00,237.62,25.4,98,0.4,5.3,100
2026-06-21 08:00:00,251.48,25.9,96,2.7,9.5,100
2026-06-21 09:00:00,264.19,26.6,92,0.4,12.6,100
2026-06-21 10:00:00,278.55,26.7,93,0.1,12.6,100
2026-06-21 11:00:00,284.83,26.7,87,0.0,13.1,100
2026-06-21 12:00:00,312.13,28.3,81,0.0,11.2,100
2026-06-21 13:00:00,323.13,28.5,80,0.0,11.5,100
2026-06-21 14:00:00,320.44,28.0,83,0.1,12.2,100
2026-06-21 15:00:00,297.45,28.7,80,0.0,11.2,100
2026-06-21 16:00:00,279.7,28.8,81,0.1,10.2,100
2026-06-21 17:00:00,265.84,27.4,84,0.1,14.0,100
2026-06-21 18:00:00,262.49,28.7,82,0.7,10.4,100
2026-06-21 19:00:00,282.43,27.6,84,0.0,13.8,100
2026-06-21 20:00:00,300.38,27.0,86,0.0,13.1,100
2026-06-21 21:00:00,287.5,26.6,88,0.1,10.5,99
2026-06-21 22:00:00,267.42,26.5,90,0.4,11.1,100
2026-06-21 23:00:00,253.03,26.2,92,0.3,9.5,100
2026-06-22 00:00:00,267.87,25.3,95,7.5,8.1,100
2026-06-22 01:00:00,255.36,25.3,95,6.5,8.0,100
2026-06-22 02:00:00,247.21,24.7,96,2.9,8.9,100
2026-06-22 03:00:00,239.06,24.8,96,3.2,11.0,100
2026-06-22 04:00:00,229.52,24.6,96,0.2,7.5,100
2026-06-22 05:00:00,226.08,24.4,96,0.0,9.6,99
2026-06-22 06:00:00,228.61,25.6,94,1.6,5.7,98
2026-06-22 07:00:00,247.46,25.5,95,1.5,9.3,78
2026-06-22 08:00:00,258.04,25.8,94,0.7,12.7,74
2026-06-22 09:00:00,291.19,27.7,85,0.1,15.4,99
2026-06-22 10:00:00,273.1,29.5,77,0.1,16.6,95
2026-06-22 11:00:00,289.31,30.0,75,0.1,14.8,36
2026-06-22 12:00:00,297.48,29.0,75,0.1,15.0,100
2026-06-22 13:00:00,306.73,28.3,80,0.4,13.8,76
2026-06-22 14:00:00,297.51,29.8,78,0.2,11.4,12
2026-06-22 15:00:00,281.98,30.9,74,0.1,10.8,16
2026-06-22 16:00:00,274.97,29.9,80,0.2,11.1,81
2026-06-22 17:00:00,258.05,29.0,84,0.0,10.9,91
2026-06-22 18:00:00,261.5,29.4,83,0.0,6.4,72
2026-06-22 19:00:00,284.065,28.2,89,0.0,4.3,66
2026-06-22 20:00:00,306.63,27.5,91,0.1,9.8,60
2026-06-22 21:00:00,304.58,26.5,92,0.2,5.6,73
2026-06-22 22:00:00,290.6,25.6,97,2.2,10.8,57
2026-06-22 23:00:00,266.01,25.5,97,0.2,8.9,87
2026-06-23 00:00:00,269.4,25.9,98,0.1,8.9,88
2026-06-23 01:00:00,259.36,25.6,97,0.2,11.9,100
2026-06-23 02:00:00,251.22,25.0,97,0.8,8.7,100
2026-06-23 03:00:00,246.63,24.0,98,3.1,9.7,100
2026-06-23 04:00:00,239.79,24.2,97,12.7,8.2,100
2026-06-23 05:00:00,232.6,24.5,95,3.9,4.5,98
2026-06-23 06:00:00,237.72,24.3,96,0.5,9.5,58
2026-06-23 07:00:00,256.78,25.1,95,0.2,9.5,31
2026-06-23 08:00:00,308.51,27.0,89,0.0,8.7,20
2026-06-23 09:00:00,281.75,27.5,84,0.9,6.1,100
2026-06-23 10:00:00,285.21,27.8,86,2.8,3.6,46
2026-06-23 11:00:00,286.6,30.3,81,0.5,5.8,38
2026-06-23 12:00:00,303.38,31.3,74,0.1,6.6,100
2026-06-23 13:00:00,305.86,31.4,74,0.0,6.8,100
2026-06-23 14:00:00,305.83,31.4,75,0.1,5.8,99
2026-06-23 15:00:00,293.86,31.8,74,0.1,6.6,50
2026-06-23 16:00:00,281.41,30.9,80,0.5,9.2,79
2026-06-23 17:00:00,270.22,29.7,86,0.8,9.8,97
2026-06-23 18:00:00,262.28,30.2,78,0.1,11.0,69
2026-06-23 19:00:00,285.96,28.5,84,0.0,5.4,52
2026-06-23 20:00:00,317.43,27.7,89,0.0,3.4,58
2026-06-23 21:00:00,307.61,26.1,95,2.0,2.6,95
2026-06-23 22:00:00,291.64,26.0,95,1.1,8.0,63
2026-06-23 23:00:00,279.43,25.4,96,0.2,12.7,78
2026-06-24 00:00:00,273.29,24.5,97,0.3,9.1,100
2026-06-24 01:00:00,265.18,24.6,97,1.9,6.6,88
2026-06-24 02:00:00,253.99,24.5,98,1.0,11.6,83
2026-06-24 03:00:00,244.69,24.5,97,0.5,7.2,60
2026-06-24 04:00:00,237.41,24.5,97,0.7,9.4,28
2026-06-24 05:00:00,231.33,24.3,98,0.3,10.3,92
2026-06-24 06:00:00,233.4,24.4,96,0.2,6.8,88
2026-06-24 07:00:00,254.94,24.9,94,4.0,10.8,67
2026-06-24 08:00:00,268.15,26.6,92,0.5,8.1,70
2026-06-24 09:00:00,279.2,28.8,86,0.2,7.6,100
2026-06-24 10:00:00,292.88,29.3,84,0.2,10.7,100
2026-06-24 11:00:00,309.1,30.8,77,0.0,9.1,68
2026-06-24 12:00:00,324.67,31.5,73,0.1,9.0,37
2026-06-24 13:00:00,336.57,31.9,72,0.1,9.3,18
2026-06-24 14:00:00,324.1,32.2,72,0.1,8.5,34
2026-06-24 15:00:00,307.94,32.1,72,0.2,10.5,30
2026-06-24 16:00:00,297.58,32.0,72,0.1,12.6,11
2026-06-24 17:00:00,289.02,31.8,74,0.0,11.6,19
2026-06-24 18:00:00,289.69,28.3,88,0.3,7.2,40
2026-06-24 19:00:00,304.87,28.5,89,0.1,3.6,53
2026-06-24 20:00:00,341.97,28.2,92,0.0,9.8,18
2026-06-24 21:00:00,334.81,28.0,91,0.0,9.8,16
2026-06-24 22:00:00,311.56,27.9,90,0.0,16.1,3
2026-06-24 23:00:00,288.31,24.9,98,2.3,13.6,100
2026-06-25 00:00:00,298.96,26.6,96,7.4,5.9,49
2026-06-25 01:00:00,287.44,26.6,95,0.1,3.8,61
2026-06-25 02:00:00,271.98,26.2,97,0.8,7.9,76
2026-06-25 03:00:00,270.59,24.7,97,0.2,11.5,98
2026-06-25 04:00:00,258.01,23.8,96,0.5,14.0,99
2026-06-25 05:00:00,250.61,24.1,94,1.7,6.5,70
2026-06-25 06:00:00,245.4,25.5,93,0.6,7.0,100
2026-06-25 07:00:00,263.89,26.0,92,0.1,12.3,33
2026-06-25 08:00:00,269.03,27.4,85,0.0,8.5,34
2026-06-25 09:00:00,283.47,29.1,79,0.0,9.2,100
2026-06-25 10:00:00,300.22,30.3,74,0.0,6.6,56
2026-06-25 11:00:00,316.04,31.6,71,0.0,5.4,66
2026-06-25 12:00:00,336.36,32.2,67,0.2,5.0,73
2026-06-25 13:00:00,344.1,32.6,66,0.3,4.5,63
2026-06-25 14:00:00,332.59,33.2,66,0.1,5.0,29
2026-06-25 15:00:00,321.1,33.3,65,0.1,6.3,43
2026-06-25 16:00:00,309.61,32.9,68,0.3,7.0,95
2026-06-25 17:00:00,299.38,32.4,71,0.3,6.9,99
2026-06-25 18:00:00,291.87,31.0,78,1.3,7.7,98
2026-06-25 19:00:00,319.07,29.6,84,0.1,10.2,99
2026-06-25 20:00:00,342.24,29.0,88,0.0,8.5,92
2026-06-25 21:00:00,332.52,28.6,90,0.0,5.0,35
2026-06-25 22:00:00,318.13,28.4,88,0.0,11.2,14
2026-06-25 23:00:00,291.23,27.7,88,0.0,7.7,72
2026-06-26 00:00:00,298.35,27.5,90,1.2,2.9,88
2026-06-26 01:00:00,289.93,26.9,94,0.3,3.2,91
2026-06-26 02:00:00,281.23,26.2,98,0.8,5.2,21
2026-06-26 03:00:00,268.87,25.9,97,0.1,3.8,28
